RESOURCE,count,mean,std,normality_p_value,Normality,kruskal_p_value,KRUSKAL,LC_p_value,LCresult
STEP_009/EQP_274_C,408.0,7.713235294117647,2.198641824124742,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_274_D,379.0,7.730870712401056,1.618795695696191,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_274_E,442.0,7.733031674208145,2.123455948336896,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_274_F,424.0,7.879716981132075,1.6278207495065904,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_275_A,459.0,7.570806100217865,1.982702933077991,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_275_B,512.0,7.708984375,1.4907665398940608,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_275_E,533.0,7.6116322701688555,1.501007105474855,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_009/EQP_275_F,538.0,7.578066914498141,2.2110359687495884,0.0,False,3.6539709267718856e-28,False,1.0,DUMMY
STEP_010/EQP_295_A,156.0,7.647435897435898,1.0083809263559798,0.0,False,5.788395686117844e-30,False,1.0,DUMMY
STEP_010/EQP_295_B,141.0,7.390070921985815,2.8704729566630904,0.0,False,5.788395686117844e-30,False,0.04541268083661756,WOW
STEP_010/EQP_295_C,148.0,7.824324324324325,1.1048207058420676,0.0,False,5.788395686117844e-30,False,0.19778172544122774,DUMMY
STEP_010/EQP_296_A,151.0,8.132450331125828,1.3149169641146756,0.0,False,5.788395686117844e-30,False,0.0003691943171725582,BOB
